Rubro;Nombre;Costo;Pre.;%G1.;Pre2;%G2.;Cod.;Stock;Mod.
PALACIO;CHOCOLATE FERRERO ROCHER X 37.5 G;239;300;25,52;0;0;78909434;1634;24/11/2022
ALMACEN;CHOCOLATE GEORGALOS COLMENITA;27,09;40;47,66;182,04;12;7790380024194;76;31/03/2021
PALACIO;CHOCOLATE HAMLET MENTA;6,37;12;88;0;0;7794612110044;1;
PALACIO;CHOCOLATE HAMLET YOGHURT FRUTILLA;15;20;33,33;0;0;7794612066419;65518;27/09/2019
PALACIO;CHOCOLATE KINDER BARRITA X 4 ok;29,42;36;22;0;0;77949684;1;16/07/2020
TERRABUSI;CHOCOLATE MILKA BIS;249,41;320;28,3;1676;12;7622210788207;88;01/10/2022
TERRABUSI;CHOCOLATE MILKA CASTA•AS CARAMELO 70 G;36;50;38,89;0;0;7622300057091;93;28/10/2019
TERRABUSI;CHOCOLATE MILKA CHOCOPAUSE 45 GR;129,7;170;31,07;0;0;7622300989354;906;12/11/2022
TERRABUSI;CHOCOLATE MILKA DDL BLANCO 29 GR;33,3;45;35,32;224;12;7622300844929;20;28/10/2019
TERRABUSI;CHOCOLATE MILKA DULCE DE LECHE;205;260;26,83;1377,6;12;7622300844943;97;11/06/2022
TERRABUSI;CHOCOLATE MILKA DULCE DE LECHE 29 GR;33,3;45;35,32;224;12;7622300844905;20;28/10/2019
TERRABUSI;CHOCOLATE MILKA DULCE DE LECHE CORAZON;14,8;20;34,95;100;12,61;7622300594220;8;22/06/2020
TERRABUSI;CHOCOLATE MILKA LEGER ALMENDRAS 50 GR;224,28;300;33,76;1507;12;7622201818975;984;27/12/2022
TERRABUSI;CHOCOLATE MILKA LEGER COMBINADO 45 G;153,55;200;30,25;0;0;7622300800284;977;08/03/2022
TERRABUSI;CHOCOLATE MILKA LEGER COMBINADO 50 GR;224,28;300;33,76;1506;11,94;7622201818951;993;27/12/2022
TERRABUSI;CHOCOLATE MILKA LEGER LECHE 25 G;25,74;35;35,98;0;0;7622300800239;77;28/10/2019
TERRABUSI;CHOCOLATE MILKA LEGER LECHE 50 GR;224,28;300;33,76;1506;11,94;7622201818937;986;27/12/2022
TERRABUSI;CHOCOLATE MILKA LILA FRUTILLA 37 G;38,32;50;30,48;257,51;12;7622210815156;99;25/07/2020
TERRABUSI;CHOCOLATE MILKA LILA OREO 37 G;122;160;31,15;820;12;7622210828606;97;30/07/2022
TERRABUSI;CHOCOLATE MILKA MILK 20 GR;54;70;29,63;363;12;7622210795625;77;30/07/2022
TERRABUSI;CHOCOLATE MILKA OREO 100 GR;338;440;30,18;2271,36;12;7622300631574;999;04/06/2022
TERRABUSI;CHOCOLATE MILKA OREO 20 GR.;54;70;29,63;363;12;7622210795908;61;30/07/2022
TERRABUSI;CHOCOLATE MILKA PAUSE OREO;61,2;80;31,34;411;12;7622210719867;796;30/07/2021
TERRABUSI;CHOCOLATE MILKA TRIPLE COCOA;112,02;140;24,98;753;12;7622210609908;2;28/10/2019
TERRABUSI;CHOCOLATE MJOY ALMENDRAS 55 GR;195,12;260;33,25;1311;12;7622210745620;779;01/10/2022
TERRABUSI;CHOCOLATE MJOY BLANCO 55 GR;195,12;260;33,25;1311;12;7622210745583;837;01/10/2022
TERRABUSI;CHOCOLATE MJOY CASTA•AS 55 GR;117;150;28,21;786;12;7622210745293;827;13/11/2021
TERRABUSI;CHOCOLATE MJOY LECHE 55 GR;195,12;260;33,25;1294;10,5;7622210745224;367;01/10/2022
TERRABUSI;CHOCOLATE MJOY OREO LECHE 55 GR;107,14;130;21,34;720;12;7622210745033;91;13/03/2021
PALACIO;CHOCOLATE PARAGUITAS;8,16;12;47;0;0;79;65464;03/06/2017
ARCOR;CHOCOLATE ROCKLETS  20G;73,04;100;36,91;0;0;7790580421007;64637;20/01/2023
PALACIO;CHOCOLATE SHOT 35G;91,26;120;31,49;0;0;77914217;691;07/11/2022
PALACIO;CHOCOLATE SHOT BLANCO;86,1;120;39,37;579;12;77983992;998;03/09/2022
PALACIO;CHOCOLATE SIN AZUCAR GEORGALOS;61,65;70;13,54;628,83;70;77917911;91;31/03/2021
OTROS;CHOCOLATE SUFLAIR NESTLE 50 GR;18;25;38;0;0;7891000107836;93;26/04/2018
ARCOR;CHOCOLATE TABLETA SEMIAMARGO 100 GR.;78,5;100;27,66;527,52;12;7790580117924;-3;21/07/2022
TERRABUSI;CHOCOLATE TOBLERONE 50G;82,58;110;33,2;554,94;12;76145513;93;01/06/2020
ARCOR;CHOCOLATE TOFI 15G;17,19;25;45,77;0;0;77972279;2;21/07/2022
ARCOR;CHOCOLATE TOFI BLANCO 28GR;48,09;66;37,24;0;0;77974648;75;21/07/2022
ARCOR;CHOCOLATE TOFI NEGRO 28G;48,09;66;37,24;0;0;77974631;65343;21/07/2022
ARCOR;CHOCOLATE TOFI RELLENO BLANCO 55 GR;98,89;121;22,36;664,56;12;7790580746711;993;21/07/2022
ARCOR;CHOCOLATE TOFI RELLENO LECHE 55 GR.;187,5;250;33,33;1260;12;7790580746612;992;12/08/2022
ARCOR;CHOCOLATE TRES PLACERES 55 G;187,11;250;33,61;0;0;7790580106560;415;02/09/2022
PALACIO;CHOCOLATIN CON LECHE;10,39;20;92,49;69,82;12;77969354;74;31/03/2021
PALACIO;CHUPETIN COSMO CHICLE;1,2;5;300;0;0;1299;-129;21/09/2017
PALACIO;CHUPETIN COSMOS FRUTALES;8,09;20;147,22;0;0;1923;65277;12/08/2022
PALACIO;CHUPETIN FRUTALES;5,26;10;90,11;0;0;1231;-8;03/06/2021
ARCOR;CHUPETIN MONSTER BI POPS;4,37;6;38,5;29,34;12;3321;44;21/07/2022
ARCOR;CHUPETIN MR POPS EXTREME ACIDO-DULCE;3,14;7;113;0;0;1888;65497;21/07/2022
ARCOR;CHUPETIN MR. POPS MONSTER;3,99;6;51,52;26,82;12;3137;72;21/07/2022
TERRABUSI;CHUPETIN PICO DULCE;24,25;40;64,95;163;12;3111;877;22/09/2022
ARCOR;CHUPETIN POPS EVOLUTION FEST;31,15;50;60,51;0;0;1232;8512;19/01/2023
ARCOR;CHUPETIN TROMPITO;4,37;6;38,5;0;0;1488;742;21/07/2022
BARRICA BEBIDAS;CHUPETINES BABY DOL;8,15;15;84;0;0;7792860016217;-7;
ANALGESICOS;CIGARRERA ESPEJO;750;900;20;5040;12;3424;100;08/10/2021
BRINDAR;CIGARRILLO CAMEL 20 BOX;540;620;14,81;0;0;77977205;522;19/01/2023
BRINDAR;CIGARRILLO CAMEL BLUE 20 BOX;218,66;250;14,13;1469,4;12;77910936;997;26/02/2022
OTROS;CIGARRILLO CARNIVAL CONVERT 20;90;120;33,33;0;22,22;78414891;65470;08/04/2020
EZD;CIGARRILLO CHESTERFIELD FRESH 20;447,35;520;16,24;0;-100;77953957;63819;07/01/2023
EZD;CIGARRILLO CHESTERFIELD REMIX 20 BOX;447,35;520;16,24;3006;12;77973887;9415;07/01/2023
EZD;CIGARRILLO COLORADO;26,01;33;25;0;0;77936189;978;02/09/2022
BRINDAR;CIGARRILLO GOLD LEAF BOX 20;191,96;217;13,05;0;0;77910905;899;26/02/2022
EZD;CIGARRILLO HARMONY IMPARCIALES;155,55;184;18,29;1045,32;12;77965004;985;02/09/2022
OTROS;CIGARRILLO HILLS click;200;300;50;0;-100;78409439;2105;26/01/2023
BRINDAR;CIGARRILLO LUCKY 12 COOL BOX;275,72;320;16,06;0;0;77976994;6516;19/01/2023
BRINDAR;CIGARRILLO LUCKY COOL KS 20 CLICK;211,86;250;17,79;1461,84;15;77963246;604;26/02/2022
BRINDAR;CIGARRILLO LUCKY INDIGO WILD 12 UVA;275,75;320;16,05;0;-100;77976963;1789;19/01/2023
BRINDAR;CIGARRILLO LUCKY INDIGO WILD DOBLE CLICK UVA;487,75;560;14,81;0;0;77976949;471;19/01/2023
BRINDAR;CIGARRILLO LUCKY PARISIENNES 20 BOX;584,21;670;14,68;3926;12;77977090;1957;19/01/2023
BRINDAR;CIGARRILLO LUCKY STRIKE COOL 20 BOX;482,51;550;13,99;0;0;77977038;7883;19/01/2023
BRINDAR;CIGARRILLO LUCKY STRIKE DOBLE CLICK LIMON;432,22;490;13,36;0;0;77976536;854;22/11/2022
BRINDAR;01/12/2001;287;330;14,98;1929;12;77985897;94;19/01/2023
BRINDAR;CIGARRILLO LUCKY STRIKE SILVER;380;450;18,42;2554;12;77976970;651;22/12/2022
EZD;12/03/2001;218,47;253;15,81;1468,14;12;77979674;9945;02/09/2022
EZD;CIGARRILLO MARLBORO GOLD BOX 20 ok;562,35;650;15,59;3779;12;77905819;565;07/01/2023
EZD;CIGARRILLO MARLBORO ICE BLAST X 20 BOX;505;600;18,81;0;-100;77941015;63661;07/01/2023
EZD;20/03/2001;315,97;368;16,47;2130,12;12,36;77965189;9840;02/09/2022
EZD;CIGARRILLO MARLBORO UVA BOX X 10 ok;298,31;350;17,33;0;10;77978141;62681;07/01/2023
BRINDAR;CIGARRILLO PALL MALL PLATA KS;192,26;228;18,51;0;0;77942128;65382;26/02/2022
HUACHANA MARTIN;CIGARRILLO PANTER VARIOS;106;140;32,08;712;12;4403;963;10/09/2022
EZD;CIGARRILLO PHILIP CAPS 20 BOX;324,16;379;17,07;0;0;77961211;9280;02/09/2022
BRINDAR;CIGARRILLO ROTHMANS RED BOX 20;169,49;206;21,63;0;0;77955395;980;26/02/2022
BRINDAR;CIGARRILLO ROTHMANS RED KS 20;209,69;240;14,45;0;0;77955388;955;17/06/2022
BARRICA BEBIDAS;CIGARRILLO SUELTO;19,32;30;55,28;130;12;3232;9999979;07/01/2023
BARRICA BEBIDAS;CIGARRILLO SUELTO 2X50;38,64;50;29,4;53;36,36;3212;9999973;07/01/2023
BRINDAR;CIGARRILLO VICEROY AZUL 20;70,96;104;47,25;0;0;77910622;65534;26/02/2022
OTROS;CIGARRILLOS ALTERNATIVO TRUCHO CJ;21;30;42;0;0;1221;951;05/07/2017
OTROS;CIGARRILLOS ALTERNATIVO TRUCHO MELBO;18;28;55;0;0;122;944;05/07/2017
SNACKO;CIGARRILLOS BALTIMORE;34;45;32,35;228,48;12;77901071;91;16/01/2020
BRINDAR;CIGARRILLOS CAMEL 11 BOX;308,5;350;13,51;0;0;77977229;211;19/01/2023
BRINDAR;CIGARRILLOS CAMEL 20 COMUN;230,93;271;17,46;0;0;77910974;532;26/02/2022
BRINDAR;CIGARRILLOS CAMEL ACTIVATE 20 BOX;424,64;490;15,38;0;0;77977236;956;22/11/2022
OTROS;CIGARRILLOS CARNIVAL;17;25;47;0;0;689490000754;61;06/01/2018
EZD;CIGARRILLOS CHESTER 20 COMUN ED. LIM;319;360;12,85;2144;12;77967053;1779;15/11/2022
EZD;CIGARRILLOS CHESTERFIELD 20 BOX;453,1;530;16,97;0;0;77953476;400;07/01/2023
EZD;CIGARRILLOS CHESTERFIELD RED 10 BOX;230;270;17,39;0;-100;77953483;62051;07/01/2023
EZD;CIGARRILLOS CHESTERFIELD RED KS X 20;363;420;15,7;0;-100;77953513;60149;07/01/2023
EZD;CIGARRILLOS DERBY 20 AZUL KS COMUN;138;172;25;0;0;77910158;999;02/09/2022
BRINDAR;CIGARRILLOS GITANES 20;195,58;217;10,95;0;0;77910585;903;26/02/2022
EZD;CIGARRILLOS HARMONY;157,19;184;17,05;0;-100;77935731;767;02/09/2022
BRINDAR;CIGARRILLOS HARMONY 43/70 KS;172,41;206;19,57;0;-100;77910318;703;26/02/2022
BRINDAR;CIGARRILLOS HARMONY 43/70 LARGO;172,41;206;19,57;0;-100;77910431;946;26/02/2022
EZD;CIGARRILLOS HARMONY DORADOS;361,8;420;15,99;2415;11,25;77966759;483;07/01/2023
EZD;CIGARRILLOS JOCKEY 20 COMUN KS;18,19;28;54;0;0;77910370;96;02/09/2022
EZD;CIGARRILLOS L Y M RED KS 20;173,03;207;19,63;0;-100;77926357;950;02/09/2022
EZD;CIGARRILLOS LE MANS SUAVE 20 COMUN;145,64;173;18,45;0;0;77951700;1700;02/09/2022
BARRICA BEBIDAS;CIGARRILLOS LIVERPOOOL;90;120;33,33;604,8;12;3495;90;14/03/2022
BRINDAR;CIGARRILLOS LUCKY  20 COOL CONVERTIBLE;436,33;500;14,59;0;-100;77976956;2205;19/01/2023
BRINDAR;CIGARRILLOS LUCKY 12 BOX;275,72;320;16,06;0;-100;77976505;5826;19/01/2023
BRINDAR;CIGARRILLOS LUCKY CLICK & ROLL BOX 20;212,59;250;17,38;0;0;77929068;731;26/02/2022
BRINDAR;CIGARRILLOS LUCKY INDIGO WILD BOX 12 CONVERTIBLE;149,36;170;13,82;0;0;77936523;64699;21/05/2022
BRINDAR;CIGARRILLOS LUCKY STRIKE 20 BOX;474;550;16,03;0;0;77976529;1828;19/01/2023
BRINDAR;CIGARRILLOS LUCKY STRIKE 20 KS;437,31;500;14,34;0;0;77976512;1566;19/01/2023
BRINDAR;CIGARRILLOS LUCKY STRIKE FRESH 12 SANDIA;109,21;130;19,23;733,92;12;77974839;993;26/02/2022
BRINDAR;CIGARRILLOS LUCKY STRIKE FRESH DURAZNO;109,21;130;19,23;733,92;12;77974853;991;26/02/2022
EZD;CIGARRILLOS MARLBORO  UVA BOX X 20 ok;505;600;18,81;0;-100;77947550;61700;07/01/2023
EZD;CIGARRILLOS MARLBORO 10 ok;304,75;350;14,85;0;-100;77983343;63632;07/01/2023
EZD;CIGARRILLOS MARLBORO 20 BOX;563;650;15,45;0;10;77918482;63072;07/01/2023
EZD;CIGARRILLOS MARLBORO RED KS 20 COMUN;487,6;550;12,8;0;10;77916433;9351;07/01/2023
EZD;CIGARRILLOS MARLBORO SUMMER 10 ok;134,12;161;20,04;901,26;12;77968418;965;02/09/2022
EZD;CIGARRILLOS MARLBORO SUMMER 20 BOX;505;600;18,81;3394;12;77968401;8780;07/01/2023
BARRICA BEBIDAS;CIGARRILLOS MASSALIM;90;120;33,33;604,8;12;3360;77;16/03/2021
OTROS;CIGARRILLOS MELBO 20 ORIGINAL;21;30;42;0;0;7798123960150;905;05/07/2017
BARRICA BEBIDAS;CIGARRILLOS MILENIO;40;50;25;268,8;12;77915344;7;17/08/2019
BRINDAR;CIGARRILLOS PARISIENNES 10 BOX;101,23;130;28,62;0;-100;77910943;108;26/02/2022
BRINDAR;CIGARRILLOS PARISIENNES 20 BOX;218,92;260;18,95;0;-100;77910950;4867;26/02/2022
BRINDAR;CIGARRILLOS PARISIENNES 20 KS;202,47;239;17,89;0;-100;77910325;1733;26/02/2022
EZD;CIGARRILLOS PARLIAMENT 20 BOX;608,2;700;15,09;0;-100;77929891;64133;07/01/2023
EZD;CIGARRILLOS PARTICULARES 20;203,31;241;18,78;0;-100;77966766;1025;02/09/2022
EZD;CIGARRILLOS PHILIP KS MORRIS 20;447,46;530;18,45;0;10,1;77912879;43727;07/01/2023
EZD;CIGARRILLOS PHILIP MORRIS  20 BOX;495;580;17,17;0;10;77912954;35511;07/01/2023
EZD;CIGARRILLOS PHILIP MORRIS 12 BOX;287,5;340;18,26;0;10;77981813;63574;07/01/2023
EZD;CIGARRILLOS PHILIP MORRIS 20 CAPS BOX;493,35;590;19,59;0;0;77940735;41723;07/01/2023
EZD;01/10/2001;249,43;280;12,26;1676;12;77983831;974;15/11/2022
EZD;CIGARRILLOS PHILIP TROPICAL;324,16;379;17,07;2180,88;12,13;77975010;4532;02/09/2022
EZD;CIGARRILLOS PHILIPS 20 KS CONVERTIBLES;261,95;299;14,15;0;0;77940711;840;02/09/2022
ANALGESICOS;CIGARRILLOS R7 MENTHOL;42;60;42,86;0;-100;2132;2471;15/08/2019
BRINDAR;CIGARRILLOS ROTHMANS 10 CONVERTIBLE;74,07;104;41,07;0;-100;77955432;65139;26/02/2022
BRINDAR;CIGARRILLOS ROTHMANS 11 BOX;79,83;104;30,87;0;0;77955418;887;26/02/2022
BRINDAR;01/01/4370;202,95;239;17,62;1363,8;12;77974211;988;26/02/2022
BRINDAR;CIGARRILLOS ROTHMANS CONVERTIBLE 20 KS;386,4;450;16,46;2597;12;77977151;736;07/01/2023
BRINDAR;CIGARRILLOS ROTHMANS ROJO 20 KS;386,4;450;16,46;2597;12;77977120;388;07/01/2023
BRINDAR;CIGARRILLOS ROTHMANS UVA 20 LARGO;161,13;195;21,2;1082,82;12;77955449;97;26/02/2022
BRINDAR;CIGARRILLOS ROTHMANS X 12 BOX + ENCEND;130,06;162;24,92;0;0;7793677911696;65531;26/02/2022
OTROS;CIGARRILLOS SUELTOS $10x;17;30;76,47;0;76,47;1229;47390;17/12/2022
BRINDAR;Cigarrillos sueltos x 2 $50;33,6;50;48,81;300;48,81;4454;-73;17/12/2022
ANALGESICOS;CIGARRILLOS THIS GREEN;12;25;108;0;0;8801116007813;952;06/01/2018
BRINDAR;CIGARRILLOS VICEROY MENTOL CONVERT 20 KS;64,81;81;25,37;0;0;77939531;65421;26/02/2022
EZD;CIGARRILLOS VIRGINIA SLIMS;510;580;13,73;0;0;77974389;65171;12/11/2022
BRINDAR;CIGARRILO CAMEL 11 ACTIVATE;120,86;141;16,71;0;0;77941510;982;26/02/2022
EZD;CIGARRILOS L&M 20 LARGO;187,45;218;16,56;0;0;77951717;999;02/09/2022
EZD;CIGARRILOS MARLBORO GARDEN 20 BOX;505;600;18,81;3394;12;77979667;691;27/01/2023
OTROS;CILINDRO CYCLONES;150;190;26,67;1008;12;716165203186;10;24/09/2020
OTROS;CILINDRO CYCLONES HYPHY;150;190;26,67;1008;12;716165171942;9;24/09/2020
HUACHANA MARTIN;CINZANO ROSSO;690;1000;44,93;4800;15,94;7791200200552;65444;24/12/2022
SAN JUAN;###############################################################################################################################################################################################################################################################;1482;1850;24,83;10200;14,71;8000020175704;9999;01/12/2022
CITRIC;CITRIC FRUTAS DE ESTACION NAR-MANGO 1 L;220,83;270;22,27;3000;13,21;7798085680509;79;01/08/2022
CITRIC;CITRIC NARANJA 1.5 L.;433;550;27,02;3000;15,47;7798085681483;9167;22/11/2022
CITRIC;CITRIC NARANJA DURAZNO 500CC;129,16;160;23,88;0;0;7798085680295;962;01/08/2022
CITRIC;CITRIC NARANJA-DURAZN 1 L;308;390;26,62;4260;15,26;7798085681544;729;22/11/2022
OTROS;CJ SUAVE 20;25;28;12;0;0;1212;998;
OTROS;CJ TRADICIONAL;25;28;12;0;0;77904232;984;
BARRICA BEBIDAS;CLERICO SANTA CLAUS;54,31;70;28,89;375;15,08;7798054011204;91;18/12/2019
COCA COLA;COCA COLA  LATA 354 ML;34,53;40;15,44;230;11,01;7790895000232;694;09/11/2020
ALMACEN;COCA COLA 1,5 l Plastico PROMO 1.5 1,5;335,23;422;0;0;0;3211;0;24/01/2023
COCA COLA;COCA COLA 2.25 L;460;550;19,57;3170;14,86;7790895000997;63532;26/01/2023
COCA COLA;COCA COLA 2.50 L PLASTICO;112,59;130;15,47;745;10,28;7790895005794;571;31/10/2019
COCA COLA;COCA COLA 2.5L RETORNABLE;377,13;450;19,32;3450;14,35;7790895068164;52449;21/01/2023
COCA COLA;COCA COLA 250 ML;100,28;120;20,08;1380;14,68;7790895063855;27469;01/11/2022
COCA COLA;COCA COLA 3 LT;520;650;25;3500;12,18;7790895006418;976745;28/01/2023
COCA COLA;COCA COLA 500 ML;167,8;200;19,33;2280;13,23;7790895000782;97553;01/11/2022
COCA COLA;COCA COLA BYTE LATA 473 ML;108,95;130;19,32;720;10,14;7790895648175;987;12/05/2022
COCA COLA;COCA COLA CON CAFE 250 ML;103,08;120;16,06;690;11,56;7790895647185;860;01/11/2022
COCA COLA;COCA COLA CON CAFE LATA 220 ML;100,57;120;19,32;690;14,35;7790895646355;9969;08/11/2022
COCA COLA;COCA COLA DESCARTABLE 600CC;43,41;50;15,18;570;9,42;7790895006968;19034;08/09/2020
COCA COLA;COCA COLA LATA QATAR;210;260;23,81;1450;15,08;7790895643286;9994;21/01/2023
COCA COLA;COCA COLA LIGHT X 1.5 L;335,23;400;19,32;2280;13,36;7790895001451;755;24/01/2023
COCA COLA;COCA COLA MARSHMELLOS;125,71;150;19,32;870;15,34;7790895648489;954;18/08/2022
COCA COLA;COCA COLA PLASTICO 1.5 LT;335,23;400;19,32;2300;14,35;7790895000430;5934;24/01/2023
COCA COLA;COCA COLA RETORNABLE 1.5 L.;268,2;320;19,32;2480;15,59;7790895000126;9157;24/01/2023
COCA COLA;COCA COLA RETORNABLE 2 LT;310,09;370;19,32;2800;12,87;7790895000218;62265;21/01/2023
COCA COLA;COCA COLA RETORNABLEX 375 ML COKITA;126,04;150;18,76;1680;11,08;7790895002656;54471;01/11/2022
COCA COLA;COCA COLA SIN AZUCAR 2,25L DESC;460;550;19,57;3150;14,13;7790895067570;8884;26/01/2023
COCA COLA;COCA COLA SIN AZUCAR 2.5 LT;276,5;320;15,56;1860;12,12;7790895068096;737;01/09/2022
COCA COLA;COCA COLA SIN AZUCAR 250 ML;82,34;120;46,33;1200;21,45;7790895000935;99793;01/11/2022
COCA COLA;COCA COLA SIN AZUCAR 500 ML;167,42;200;19,5;1140;13,49;7790895067532;99529;01/11/2022
COCA COLA;COCA COLA SIN AZUCAR RETORNABLE 2,5 L.;377,13;450;19,32;2600;14,9;7790895639951;9787;26/01/2023
COCA COLA;COCA COLA VIDRIO 1 LT;335,23;400;19,32;4600;14,35;7790895001598;8950;21/01/2023
COCA COLA;COCA COLA VIDRIO 1.5 LT;151,09;180;19,32;1330;10;7790895005916;59537;05/04/2022
COCA COLA;COCA COLA VIDRIO 350 CC;30;35;16,67;795;10,42;7790895005176;9868;18/12/2019
COCA COLA;COCA COLA ZERO 1.5 DESCARTABLE;310,42;370;19,19;2130;14,36;7790895067556;64106;21/01/2023
COCA COLA;COCA COLA ZERO 3 L;73,61;85;15;0;0;7790895640438;65505;26/07/2018
COCA COLA;COCA COLA ZERO 375ML;126,04;150;18,76;840;11,06;7790895008108;693;01/11/2022
COCA COLA;COCA COLA ZERO 600 CC;42,97;50;15,47;570;10,54;7790895067549;4087;16/12/2019
COCA COLA;COCA COLA ZERO RETORNABLE  2 L;310,09;370;19,32;2800;12,87;7790895067617;3440;21/01/2023
COCA COLA;COCA COLA ZERO VIDRIO 1.5 LT;268,18;320;19,32;2470;15,13;7790895639937;4961;21/01/2023
ARCOR;COCOLATE COFLER YOGURT FRUTILLA 64 GR;155,69;198;27,17;1046,22;12;7790580123642;977;21/07/2022
SALDO VIRTUAL;COCTEL MEET  MANGO;82,21;100;21,64;570;15,56;7790950142174;89;20/11/2021
SAN JUAN;COCTEL MEET POMELO;82;100;21,95;570;15,85;7790950142167;95;20/11/2021
BARRICA BEBIDAS;COCTELERA AZUL PREMIUM;4500;5900;31,11;33750;25;4395;10;15/10/2022
ARCOR;COFLER  BLANCO DULCE DE LECHE 42G;39,35;58;48,56;0;0;7790580103750;64706;21/07/2022
ARCOR;COFLER AIR ALMENDRAS X 100 G;91,06;121;32,88;0;0;7790580332716;870;21/07/2022
ARCOR;COFLER AIR BLANCO;24,05;33;38;0;0;77949035;25;21/07/2022
ARCOR;COFLER AIR BLANCO 100G;91,06;121;32,88;0;0;7790407049025;65526;21/07/2022
ARCOR;COFLER AIR BLANCO X 27 G;112,14;150;33,76;0;0;7790580103378;922;09/09/2022
ARCOR;COFLER AIR BLANCO X 55 G;243,65;350;43,65;0;48,84;7790580103415;65379;27/01/2023
ARCOR;COFLER AIR LECHE BLANCO X 100 G;76,16;109;42,97;0;0;7790580103453;680;21/07/2022
ARCOR;COFLER AIR LECHE X 55 G;244;350;43,44;0;0;7790580033408;65395;27/01/2023
ARCOR;COFLER AIR MIXTO X 100 G;91,06;121;32,88;0;0;7790580103460;997;21/07/2022
ARCOR;COFLER AIR MIXTO X 27 G;117,37;150;27,8;0;0;7790580103385;915;18/10/2022
ARCOR;COFLER AIREADO ALMENDRAS 60 G;40,08;63;58;0;0;7790580332617;82;21/07/2022
ARCOR;COFLER AIREADO BLANCO X 60G;44,13;63;43;0;0;7790407490407;79;21/07/2022
ARCOR;COFLER AIREADO LECHE X 60 G;44,13;63;43;0;0;7790407490704;68;21/07/2022
ARCOR;COFLER AIREADO MIXTO X 60 G;44,13;63;43;0;0;7790407490605;70;21/07/2022
ARCOR;COFLER ALMENDRA X 55 G;197;260;31,98;0;0;7790580033507;818;18/10/2022
ARCOR;COFLER ALMENDRAS 100G;76,49;108;41;0;0;7790580363017;102;21/07/2022
ARCOR;COFLER ALMENDRAS 55G;38,42;58;52;0;0;7790580349110;13;21/07/2022
ARCOR;COFLER ALMENDRAS X 170 GR.;180,41;235;30;0;0;7790580103590;-4;21/07/2022
ARCOR;COFLER BLOCK 110G;236;300;27,12;0;0;77922120;64567;09/09/2022
ARCOR;COFLER BLOCK 180G;101,88;142;39;0;0;7790580255510;65495;21/07/2022
ARCOR;COFLER BLOCK 300 GRMS;685,3;880;28,41;0;0;7790580103743;943;21/07/2022
ARCOR;COFLER BLOCK BLANCO 38 GR.;115,7;150;29,65;778;12;77981912;918;20/01/2023
ARCOR;COFLER BLOCK MITI MITI 170GR.;473;600;26,85;3215;13,27;7790580132750;948;09/09/2022
ARCOR;COFLER BLOCK X 170 G;515,25;670;30,03;0;0;7790580105013;65437;18/11/2022
ARCOR;COFLER CHOCOLINAS 55G;197;260;31,98;0;0;7790580103538;65468;18/10/2022
ARCOR;COFLER CROCANTE DE ALMENDRA 55G;38,42;58;52;0;0;7790580349417;88;21/07/2022
ARCOR;COFLER LECHE 55G;197;260;31,98;0;0;7790580103484;65458;18/10/2022
ARCOR;COFLER NEGRO DULCE DE LECHE 42G;39,35;58;48,56;0;0;7790580255619;64571;21/07/2022
ARCOR;COFLER ROCKLETS 180G;30,23;50;65;0;0;7790580693312;65531;21/07/2022
ARCOR;COFLER ROCKLETS X 55 G;197;260;31,98;0;0;7790580103521;65417;18/10/2022
ARCOR;COFLER SUPREME BLANCO X 55 G;30,05;41;38;0;0;7790580014254;65519;21/07/2022
ARCOR;COFLER SUPREME NEGRO X 55 G;30,05;41;38;0;0;7790580014230;3;21/07/2022
HUACHANA MARTIN;COINTREAU;5167;6500;25,8;34200;10,32;3035542004206;7;19/04/2022
Promos;COMBO BRANCA Fernet Branca 750 + Coca Cola 2.25;2064,82;2550;0;0;0;3066;0;28/01/2023
Promos;COMBO BRANCA FERNET LITRO - COCA 2.25 - HIELO 3KG;2549,65;3150;0;0;0;3255;0;28/01/2023
Promos;01/01/2001;4065,3;4907;0;0;0;3119;0;28/01/2023
Promos;01/02/2001;3225,32;3894;0;0;0;3122;0;28/01/2023
SNACKO;COMBO MUNDIAL;517;650;25,73;3474,24;12;7798149380901;994;28/10/2022
HUACHANA MARTIN;CO•AC EXTRA A•EJO RESERVA SAN JUAN 750CC;1150;1500;30,43;1323;15;7790197120218;878;28/01/2023
OTROS;Configuracion y Mantenimiento de Terminales LAPOS;0;0;0;0;12;3173;10;17/12/2019
ARCOR;CONFITES ROCKLETS MAX 55G;10,03;17;66;0;0;7790580420505;61;21/07/2022
OTROS;CONFITES SMARTIES;14;18;28;0;0;40345727;89;17/04/2018
CITRIC;CONITOS CACHAFAZ;125;170;36;840;12;77990327;89;03/09/2022
HUACHANA MARTIN;CONITOS EL GAUCHITO;86,66;120;38,47;582;12;3271;820;17/05/2022
OTROS;CONO TUBO LION CIRCUS;150;190;26,67;1008;12;7798121250734;7;24/09/2020
QUILMES;CONSERVADORA CORONA;2000;2300;15;2200;10;2232;93;07/10/2019
TERRABUSI;COOKIES VAINILLA MILKA;52,93;70;32,25;356;12;7622210782373;10;28/10/2019
BARRICA BEBIDAS;COPA CUSQUE•A;1700;2200;29,41;2000;17,65;3443;97;07/01/2023
BARRICA BEBIDAS;COPA VINO;700;900;28,57;850;21,43;2092;996;20/12/2022
BARRICA BEBIDAS;COPA VINO CAFAYATE;10;40;300;0;0;2081;8;
